219737_s_at,0.50454,235820_at,0.48205,234976_x_at,0.45614,228117_at,0.52376,228117_at,0.52376,206624_at,0.81645,202284_s_at,0.47403,229480_at,0.52066
238919_at,0.50178,226208_at,0.4807,243821_at,0.45255,219509_at,0.51406,219509_at,0.51406,232618_at,0.81015,231545_at,0.46638,212779_at,0.52062
213845_at,0.49562,1563225_a_at,0.47942,218769_s_at,0.44487,244708_at,0.51397,244708_at,0.51397,244482_at,0.80967,207384_at,0.46467,217848_s_at,0.51501
1560391_at,0.49501,211554_s_at,0.47587,1553829_at,0.44334,208606_s_at,0.51347,208606_s_at,0.51347,208651_x_at,0.77122,202149_at,0.46116,1556306_at,0.51474
1553452_at,0.49153,234747_at,0.46712,208278_s_at,0.43893,236848_s_at,0.51227,236848_s_at,0.51227,211149_at,0.76822,203725_at,0.45632,217869_at,0.51154
222618_at,0.49016,220703_at,0.46512,219578_s_at,0.43855,1563225_a_at,0.50848,1563225_a_at,0.50848,236694_at,0.74133,206399_x_at,0.45606,221550_at,0.50818
219250_s_at,0.48915,231549_at,0.46306,229856_s_at,0.43831,212654_at,0.50322,212654_at,0.50322,223646_s_at,0.73175,240137_at,0.45511,214691_x_at,0.50816
234138_at,0.48756,1561347_a_at,0.46291,229286_at,0.43267,1557218_s_at,0.50316,1557218_s_at,0.50316,223645_s_at,0.66961,225305_at,0.4539,223486_at,0.50807
202146_at,0.48584,225609_at,0.46206,211010_s_at,0.43208,205954_at,0.50291,205954_at,0.50291,201522_x_at,0.61733,1564621_a_at,0.45081,228115_at,0.50794
239972_at,0.48488,213403_at,0.46137,216165_at,0.43138,1556092_s_at,0.50248,1556092_s_at,0.50248,203043_at,0.61627,207016_s_at,0.44896,223515_s_at,0.50734
216263_s_at,0.48483,231799_at,0.4604,240244_at,0.43015,219942_at,0.50082,219942_at,0.50082,207246_at,0.60792,234976_x_at,0.44884,1560547_at,0.50658
235443_at,0.48309,1559284_at,0.45973,207384_at,0.42769,205577_at,0.50022,205577_at,0.50022,236289_at,0.60645,1566805_at,0.44836,202362_at,0.50453
239530_at,0.47916,222939_s_at,0.45707,231748_at,0.42475,216337_at,0.49928,216337_at,0.49928,230577_at,0.59886,211674_x_at,0.44506,218538_s_at,0.50399
235945_at,0.47668,241160_at,0.45443,208129_x_at,0.42409,209621_s_at,0.49917,209621_s_at,0.49917,1560800_at,0.58536,1552731_at,0.44277,232071_at,0.50307
214925_s_at,0.47544,244018_at,0.45116,217746_s_at,0.42165,203644_s_at,0.4983,203644_s_at,0.4983,222400_s_at,0.58389,1568844_at,0.43824,203925_at,0.50288
218130_at,0.47454,237299_at,0.44954,216180_s_at,0.42137,235755_at,0.49615,235755_at,0.49615,204249_s_at,0.57113,224293_at,0.43809,201656_at,0.50124
1563468_at,0.47443,240753_at,0.44915,214154_s_at,0.42005,208435_s_at,0.49462,208435_s_at,0.49462,208650_s_at,0.54658,1570482_at,0.4323,235423_at,0.49996
1552343_s_at,0.47274,230950_at,0.4483,210421_s_at,0.41761,224919_at,0.49232,224919_at,0.49232,229638_at,0.53504,223472_at,0.43152,236072_at,0.49945
231882_at,0.46894,220195_at,0.4471,239669_at,0.41495,208087_s_at,0.49157,208087_s_at,0.49157,241834_at,0.5248,227067_x_at,0.43132,217595_at,0.49639
244502_at,0.46835,239915_at,0.44661,204191_at,0.41408,211062_s_at,0.48717,211062_s_at,0.48717,1561431_at,0.52423,230955_s_at,0.43111,208745_at,0.49554
236243_at,0.4676,1557533_at,0.44486,231545_at,0.41305,207609_s_at,0.48693,207609_s_at,0.48693,226470_at,0.52416,224999_at,0.43071,211953_s_at,0.49327
207382_at,0.46575,207301_at,0.44472,241332_at,0.4106,221181_at,0.48156,221181_at,0.48156,208079_s_at,0.5197,200650_s_at,0.43055,202915_s_at,0.49175
223414_s_at,0.46527,1562558_at,0.44285,217669_s_at,0.40882,232984_at,0.48032,232984_at,0.48032,203498_at,0.50853,1563772_a_at,0.42821,224705_s_at,0.48808
205372_at,0.46412,236848_s_at,0.44271,229148_at,0.40678,216854_at,0.47884,216854_at,0.47884,230680_at,0.50818,218781_at,0.4273,238020_at,0.48692
204361_s_at,0.46394,220054_at,0.44189,1564244_a_at,0.40641,216632_at,0.47606,216632_at,0.47606,230636_s_at,0.50794,216734_s_at,0.42609,212504_at,0.48389
1560213_at,0.462,231645_s_at,0.43958,AFFX-r2-Bs-thr-5_s_at,0.40596,1553829_at,0.47587,1553829_at,0.47587,235628_x_at,0.50775,fast ins (iv0inavg),0.42604,223007_s_at,0.48217
1566987_s_at,0.46191,1559665_at,0.43838,226939_at,0.40565,216827_at,0.4758,216827_at,0.4758,239858_at,0.50469,219153_s_at,0.42463,211792_s_at,0.48181
206785_s_at,0.46066,235184_at,0.43679,238127_at,0.40509,239224_at,0.47579,239224_at,0.47579,228684_at,0.50211,1553347_s_at,0.42383,1553625_at,0.48116
239383_at,0.4605,211209_x_at,0.43649,219152_at,0.4047,201191_at,0.47546,201191_at,0.47546,230161_at,0.49911,216165_at,0.42273,201836_s_at,0.48044
1556823_s_at,0.46049,1552570_at,0.4364,210806_at,0.40427,202723_s_at,0.47461,202723_s_at,0.47461,212224_at,0.49458,208129_x_at,0.42063,228770_at,0.47936
207127_s_at,0.46005,226651_at,0.43632,201402_at,0.40313,234664_at,0.47356,234664_at,0.47356,204092_s_at,0.49289,236352_at,0.4202,211343_s_at,0.47776
220728_at,0.45967,241558_at,0.43552,237558_at,0.40291,214625_s_at,0.47099,214625_s_at,0.47099,221974_at,0.49155,213568_at,0.41955,236644_at,0.47684
216889_s_at,0.45826,235456_at,0.43547,212888_at,0.40265,202787_s_at,0.47015,202787_s_at,0.47015,205073_at,0.48902,205058_at,0.4186,232156_at,0.47679
211931_s_at,0.45823,212264_s_at,0.43451,231646_at,0.40042,231299_at,0.46945,231299_at,0.46945,1567611_at,0.48869,230503_at,0.41819,217540_at,0.47423
208111_at,0.45678,1554156_a_at,0.43437,1559275_x_at,0.39968,217436_x_at,0.46873,217436_x_at,0.46873,223411_at,0.48825,208278_s_at,0.41762,32723_at,0.47332
1559713_at,0.45149,1564627_at,0.43412,223472_at,0.39888,206296_x_at,0.46759,206296_x_at,0.46759,230604_at,0.48811,212518_at,0.41663,225326_at,0.47114
212583_at,0.45049,1564300_at,0.4341,201636_at,0.39883,241934_at,0.46714,241934_at,0.46714,236615_at,0.48665,1553832_at,0.41379,1558511_s_at,0.47079
1553633_s_at,0.45016,212150_at,0.43323,221293_s_at,0.39842,244501_at,0.46689,244501_at,0.46689,204173_at,0.48586,1552732_at,0.41315,226381_at,0.47019
225416_at,0.45002,214057_at,0.43293,65718_at,0.39794,1570397_x_at,0.46678,1570397_x_at,0.46678,234862_at,0.48367,220508_at,0.41167,203594_at,0.46983
1555485_s_at,0.44987,1566695_at,0.43177,234215_at,0.39781,211560_s_at,0.46656,211560_s_at,0.46656,243730_at,0.48111,221081_s_at,0.41148,213129_s_at,0.46965
1557652_a_at,0.44977,244466_at,0.4313,228169_s_at,0.39683,208554_at,0.46622,208554_at,0.46622,201029_s_at,0.475,227927_at,0.4101,204461_x_at,0.46903
33322_i_at,0.44973,209218_at,0.43053,214391_x_at,0.396,240024_at,0.46522,240024_at,0.46522,1560686_at,0.47374,1561361_at,0.40942,203299_s_at,0.4687
235734_at,0.44889,221301_at,0.43013,238877_at,0.39566,205081_at,0.46381,205081_at,0.46381,243661_at,0.47281,1557063_at,0.40843,218605_at,0.46848
225189_s_at,0.44845,239681_at,0.42994,1569660_at,0.39469,202588_at,0.4636,202588_at,0.4636,218510_x_at,0.47234,205858_at,0.4071,218674_at,0.46739
227300_at,0.44807,232388_at,0.42814,231276_at,0.3946,243723_at,0.46301,243723_at,0.46301,216351_x_at,0.47156,206890_at,0.40638,203095_at,0.46677
1567375_at,0.44772,240107_at,0.4277,219787_s_at,0.39314,221231_s_at,0.46235,221231_s_at,0.46235,1555502_at,0.46888,205474_at,0.40595,234986_at,0.46603
235311_at,0.44728,244168_s_at,0.42758,224249_at,0.39232,211593_s_at,0.46195,211593_s_at,0.46195,206042_x_at,0.46717,213611_at,0.40574,212450_at,0.466
1556467_at,0.44672,232973_at,0.42707,1553832_at,0.38922,fast gluc (iv0gavg),0.46192,fast gluc (iv0gavg),0.46192,215456_at,0.46602,236891_at,0.40476,221027_s_at,0.46545
226634_at,0.44434,225907_at,0.42698,1554322_a_at,0.3887,215830_at,0.46189,215830_at,0.46189,225962_at,0.4659,240927_at,0.40417,238520_at,0.46473
230128_at,0.44423,240675_at,0.42628,226699_at,0.38838,219478_at,0.45991,219478_at,0.45991,1569905_at,0.46584,211053_at,0.40388,223093_at,0.4619
227747_at,0.44421,217118_s_at,0.42532,223280_x_at,0.3877,220994_s_at,0.4594,220994_s_at,0.4594,226471_at,0.46512,210589_s_at,0.40336,226105_at,0.46167
210476_s_at,0.44335,234488_s_at,0.42532,229093_at,0.38731,230642_at,0.45686,230642_at,0.45686,1570360_s_at,0.46504,204763_s_at,0.40268,205762_s_at,0.46004
238894_at,0.44262,211959_at,0.42523,203131_at,0.38728,224118_at,0.45682,224118_at,0.45682,236540_at,0.4646,227090_at,0.40205,242208_at,0.45993
242764_at,0.44242,1555757_at,0.42493,212900_at,0.38688,1564787_at,0.45514,1564787_at,0.45514,229928_at,0.46452,1561098_at,0.40036,229501_s_at,0.45763
218172_s_at,0.44185,1563254_a_at,0.42489,240137_at,0.38644,1558806_at,0.45479,1558806_at,0.45479,221460_at,0.46295,240366_at,0.39709,228289_at,0.45706
217890_s_at,0.44138,224655_at,0.42372,210589_s_at,0.38593,201360_at,0.45157,201360_at,0.45157,216698_x_at,0.46167,204144_s_at,0.39706,1557820_at,0.45676
229457_at,0.44079,209457_at,0.42365,AFFX-r2-Bs-phe-5_at,0.38588,204083_s_at,0.45129,204083_s_at,0.45129,215239_x_at,0.46097,234638_at,0.39674,218351_at,0.45628
235847_at,0.43884,1561297_at,0.42357,212905_at,0.3851,FH,0.45103,FH,0.45103,217968_at,0.46041,222886_at,0.39397,231784_s_at,0.45597
236693_at,0.43838,234235_at,0.42322,1563845_at,0.38431,230321_at,0.45017,230321_at,0.45017,213447_at,0.46011,243433_at,0.39356,236018_at,0.45593
229999_at,0.43826,1565618_at,0.42295,221362_at,0.38411,237130_at,0.44879,237130_at,0.44879,221272_s_at,0.4572,239213_at,0.39314,222230_s_at,0.45557
1559987_at,0.43816,1567380_at,0.42158,226734_at,0.38369,200623_s_at,0.44852,200623_s_at,0.44852,230025_at,0.45658,228959_at,0.39276,201458_s_at,0.45552
242778_at,0.43807,230251_at,0.42108,228716_at,0.38356,204483_at,0.44842,204483_at,0.44842,224693_at,0.45498,207476_at,0.39263,237945_at,0.45539
236090_at,0.438,220682_s_at,0.421,244487_at,0.38339,231504_at,0.44816,231504_at,0.44816,224293_at,0.45232,203187_at,0.39219,226350_at,0.45532
1562390_at,0.43782,224322_at,0.42083,AFFX-PheX-5_at,0.38295,1568743_at,0.44679,1568743_at,0.44679,203719_at,0.4506,237204_at,0.39133,216653_at,0.45497
222106_at,0.43721,215000_s_at,0.41872,1555809_at,0.382,216157_at,0.44579,216157_at,0.44579,229799_s_at,0.44908,202764_at,0.38996,241984_at,0.45441
220555_s_at,0.43705,222904_s_at,0.41838,213293_s_at,0.38174,206629_at,0.44421,206629_at,0.44421,1559654_s_at,0.44903,239852_at,0.38993,235757_at,0.45438
235807_at,0.43678,238355_at,0.41806,202533_s_at,0.38146,226645_at,0.44403,226645_at,0.44403,41469_at,0.44872,1555848_at,0.3891,200056_s_at,0.45412
219678_x_at,0.43668,FH,0.4175,228959_at,0.38066,239356_at,0.44245,239356_at,0.44245,232636_at,0.44865,205866_at,0.38899,227670_at,0.45233
225546_at,0.43651,1569770_x_at,0.41732,241655_at,0.38024,1569745_at,0.44127,1569745_at,0.44127,241069_at,0.44847,207370_at,0.38851,238337_s_at,0.45143
1567214_a_at,0.43592,216632_at,0.41729,231370_at,0.37982,244245_at,0.44048,244245_at,0.44048,218935_at,0.44806,1566168_at,0.38814,220305_at,0.45113
239592_at,0.43439,1552898_a_at,0.41691,224293_at,0.37962,1555631_at,0.44005,1555631_at,0.44005,205476_at,0.44756,1553298_at,0.38785,204235_s_at,0.45025
201129_at,0.43437,230765_at,0.4168,226337_at,0.37946,1553822_at,0.44002,1553822_at,0.44002,235512_at,0.44704,233690_at,0.38738,212815_at,0.45019
215069_at,0.43435,1561828_at,0.41637,222479_s_at,0.37853,1559679_a_at,0.43902,1559679_a_at,0.43902,205910_s_at,0.44575,1569768_at,0.38708,203372_s_at,0.45011
244295_at,0.43397,211546_x_at,0.41601,224999_at,0.37853,201015_s_at,0.4386,201015_s_at,0.4386,1562152_at,0.44544,1563468_at,0.38704,236257_at,0.4501
224688_at,0.43388,241979_x_at,0.41582,231021_at,0.37772,206117_at,0.43835,206117_at,0.43835,200965_s_at,0.44451,210687_at,0.38654,231969_at,0.44994
1562742_at,0.43222,209650_s_at,0.4155,205721_at,0.37674,237800_at,0.43738,237800_at,0.43738,206558_at,0.44358,215176_x_at,0.38618,1554161_at,0.44971
222362_at,0.43113,1559871_s_at,0.4154,229896_at,0.37655,212090_at,0.43665,212090_at,0.43665,209971_x_at,0.44297,1554322_a_at,0.38614,239250_at,0.44927
231035_s_at,0.43107,205145_s_at,0.41539,223364_s_at,0.37625,213706_at,0.43616,213706_at,0.43616,237291_at,0.44133,203290_at,0.38583,227095_at,0.44788
1554371_at,0.42963,230815_at,0.41528,226445_s_at,0.37606,1563920_at,0.43594,1563920_at,0.43594,214789_x_at,0.44114,208492_at,0.38562,227309_at,0.4478
209897_s_at,0.42948,206446_s_at,0.41403,225128_at,0.37452,218941_at,0.43583,218941_at,0.43583,206980_s_at,0.4405,219478_at,0.38525,228543_at,0.44657
227205_at,0.42899,230305_at,0.4128,1569077_x_at,0.37442,226097_at,0.43579,226097_at,0.43579,1563635_at,0.43963,1553318_at,0.38522,203837_at,0.44651
244015_at,0.42827,222926_at,0.41264,1553009_s_at,0.37405,238241_at,0.43531,238241_at,0.43531,230257_s_at,0.43902,232079_s_at,0.3842,243410_at,0.44615
227900_at,0.42819,233629_at,0.41246,217313_at,0.37399,234024_at,0.43529,234024_at,0.43529,223125_s_at,0.43891,236309_x_at,0.38408,228855_at,0.44589
202147_s_at,0.42797,243577_at,0.41246,1556213_a_at,0.37368,204810_s_at,0.43526,204810_s_at,0.43526,227321_at,0.43785,1566861_at,0.3839,206264_at,0.44529
235585_at,0.42747,211325_x_at,0.41241,232354_at,0.3733,202587_s_at,0.4338,202587_s_at,0.4338,213001_at,0.43726,202711_at,0.38304,233242_at,0.44466
1555259_at,0.42599,219502_at,0.41232,1563772_a_at,0.37315,212886_at,0.43375,212886_at,0.43375,225847_at,0.43655,210421_s_at,0.38242,202688_at,0.44459
232337_at,0.42584,229868_s_at,0.41226,218781_at,0.37258,217259_at,0.43373,217259_at,0.43373,207988_s_at,0.43563,1562895_at,0.38225,217845_x_at,0.44429
244135_at,0.42525,1564620_at,0.41149,202711_at,0.3718,241862_x_at,0.43324,241862_x_at,0.43324,210019_at,0.43545,211010_s_at,0.38147,225956_at,0.44424
229138_at,0.42515,214364_at,0.41122,225771_at,0.37161,212565_at,0.43315,212565_at,0.43315,236824_at,0.4335,200974_at,0.3811,205355_at,0.44304
232180_at,0.42498,244226_s_at,0.41109,228609_at,0.37145,213078_x_at,0.43296,213078_x_at,0.43296,232613_at,0.43297,216439_at,0.37995,201408_at,0.4422
241284_at,0.42461,1554849_at,0.41088,231982_at,0.37141,1555757_at,0.43289,1555757_at,0.43289,208281_x_at,0.42965,1556679_at,0.37932,242995_at,0.44163
219081_at,0.42458,1554705_at,0.40985,225356_at,0.37088,211959_at,0.43252,211959_at,0.43252,231512_at,0.42954,217313_at,0.37899,217738_at,0.4408
218532_s_at,0.42402,1570397_x_at,0.40984,233297_s_at,0.37082,234935_at,0.43167,234935_at,0.43167,240704_at,0.42834,235742_at,0.37823,226279_at,0.44026
238352_s_at,0.42347,214966_at,0.40941,AFFX-r2-Bs-thr-M_s_at,0.37078,234696_at,0.42968,234696_at,0.42968,224613_s_at,0.42747,204191_at,0.37795,204120_s_at,0.4397
208082_x_at,0.42343,209160_at,0.40864,226645_at,0.37049,236413_at,0.42952,236413_at,0.42952,228370_at,0.42661,214557_at,0.37582,214281_s_at,0.43855
202436_s_at,0.42267,219018_s_at,0.40841,206890_at,0.36985,213210_at,0.42915,213210_at,0.42915,220249_at,0.42633,229577_at,0.37561,230774_at,0.43745
228815_s_at,0.42259,205734_s_at,0.40813,216876_s_at,0.36943,233032_x_at,0.42898,233032_x_at,0.42898,216383_at,0.42609,1557427_at,0.37541,222014_x_at,0.43741
1559332_at,0.42254,1569631_at,0.40792,227871_at,0.36885,216122_at,0.4285,216122_at,0.4285,202804_at,0.42593,223925_s_at,0.37527,235488_at,0.43704
213621_s_at,0.42233,242659_at,0.40768,AFFX-LysX-5_at,0.36861,230989_s_at,0.42847,230989_s_at,0.42847,234751_s_at,0.42424,205518_s_at,0.37411,235348_at,0.43456
240247_at,0.42225,207609_s_at,0.40734,1562034_at,0.36843,240753_at,0.42794,240753_at,0.42794,238606_at,0.42418,206521_s_at,0.37381,222579_at,0.43343
226140_s_at,0.42203,206117_at,0.40616,234568_at,0.36836,240804_at,0.42762,240804_at,0.42762,244528_at,0.42366,1554782_at,0.37379,1555910_at,0.43307
232407_at,0.42202,230933_at,0.40546,228297_at,0.36801,243276_at,0.42761,243276_at,0.42761,216058_s_at,0.42354,217171_at,0.37309,212018_s_at,0.43289
241704_x_at,0.42186,64408_s_at,0.40495,202149_at,0.36673,237092_at,0.42726,237092_at,0.42726,238513_at,0.42351,1557719_at,0.37269,1564276_at,0.43227
1556096_s_at,0.42116,218534_s_at,0.40447,1552791_a_at,0.36671,209283_at,0.4265,209283_at,0.4265,1556601_a_at,0.4223,233932_at,0.37264,242323_at,0.43194
204899_s_at,0.42114,244260_at,0.40406,1569954_at,0.36608,209531_at,0.4265,209531_at,0.4265,243105_at,0.42122,209081_s_at,0.37215,235158_at,0.43187
238470_at,0.42011,230863_at,0.40393,1556696_s_at,0.36592,211728_s_at,0.42646,211728_s_at,0.42646,238302_at,0.42056,208406_s_at,0.37171,214876_s_at,0.43155
200880_at,0.42007,232593_at,0.4037,223925_s_at,0.36565,230858_at,0.42617,230858_at,0.42617,207005_s_at,0.42047,220551_at,0.37139,37802_r_at,0.4314
243910_x_at,0.4193,213571_s_at,0.40363,218378_s_at,0.36531,220093_at,0.42604,220093_at,0.42604,237200_at,0.42015,234460_at,0.37135,227277_at,0.43137
223230_at,0.41891,1557829_at,0.40334,1553318_at,0.36512,hemo a1c,0.42604,hemo a1c,0.42604,206195_x_at,0.41993,211694_at,0.37084,202904_s_at,0.43079
1555433_at,0.41834,1570420_at,0.40322,232291_at,0.3649,201361_at,0.42597,201361_at,0.42597,223312_at,0.41968,1563745_a_at,0.36979,224934_at,0.43063
238713_at,0.41814,1560909_x_at,0.40308,205518_s_at,0.3646,206892_at,0.42568,206892_at,0.42568,226149_at,0.41941,209794_at,0.36968,236164_at,0.43054
215000_s_at,0.41759,244830_at,0.40287,221261_x_at,0.36452,210344_at,0.42556,210344_at,0.42556,222356_at,0.41902,206382_s_at,0.36956,242063_s_at,0.43001
237830_at,0.41757,244240_at,0.40236,205433_at,0.3642,214364_at,0.42548,214364_at,0.42548,228631_s_at,0.41867,232388_at,0.36954,238778_at,0.4299
1563088_a_at,0.417,217494_s_at,0.40187,1553459_at,0.36412,244196_at,0.42488,244196_at,0.42488,1560818_at,0.41862,218725_at,0.36914,211733_x_at,0.42933
214304_x_at,0.4167,1563070_at,0.40154,206399_x_at,0.36409,202592_at,0.4248,202592_at,0.4248,238367_s_at,0.41853,224232_s_at,0.36911,232803_at,0.42886
236981_at,0.41657,206290_s_at,0.40132,200650_s_at,0.36407,215903_s_at,0.4246,215903_s_at,0.4246,1554821_a_at,0.41839,230693_at,0.36854,201672_s_at,0.42874
243158_at,0.41649,221358_at,0.4013,210687_at,0.3639,234195_at,0.42412,234195_at,0.42412,231393_x_at,0.41834,1562319_at,0.36811,205862_at,0.42863
242752_at,0.41634,1564471_at,0.40129,222559_s_at,0.36381,232302_at,0.42319,232302_at,0.42319,232027_at,0.41764,229800_at,0.36794,210017_at,0.42829
216756_at,0.41633,230168_at,0.40093,244091_at,0.36272,1568907_at,0.42259,1568907_at,0.42259,219085_s_at,0.41737,238462_at,0.36767,226116_at,0.42804
220794_at,0.41589,226678_at,0.40037,229504_at,0.36243,221108_at,0.4225,221108_at,0.4225,1561367_a_at,0.41594,222017_x_at,0.36765,201657_at,0.42763
237069_s_at,0.41574,202763_at,0.40013,219059_s_at,0.36227,211748_x_at,0.42231,211748_x_at,0.42231,217728_at,0.41587,209116_x_at,0.36707,235125_x_at,0.42758
220720_x_at,0.41565,208552_at,0.40011,228619_x_at,0.36224,229552_at,0.42206,229552_at,0.42206,206421_s_at,0.41553,229148_at,0.36694,225872_at,0.42735
242931_at,0.41557,202064_s_at,0.40005,AFFX-PheX-3_at,0.36212,215185_at,0.42135,215185_at,0.42135,221965_at,0.41521,231291_at,0.3668,218549_s_at,0.42721
229577_at,0.41523,235619_at,0.39996,233187_s_at,0.36152,217297_s_at,0.42124,217297_s_at,0.42124,202138_x_at,0.41453,239669_at,0.36665,209916_at,0.42707
1562112_at,0.41423,1557218_s_at,0.39989,37425_g_at,0.36136,227797_x_at,0.42102,227797_x_at,0.42102,234200_at,0.4145,228297_at,0.36661,202125_s_at,0.42706
1555086_at,0.41387,206081_at,0.39942,227832_at,0.3602,1564621_a_at,0.42034,1564621_a_at,0.42034,202863_at,0.41407,229856_s_at,0.36659,235030_at,0.42682
1553318_at,0.41341,238620_at,0.39939,238501_at,0.35954,219914_at,0.42024,219914_at,0.42024,242514_at,0.41395,243719_at,0.36654,1554177_a_at,0.42662
215204_at,0.4133,203993_x_at,0.39909,1560277_a_at,0.35949,212091_s_at,0.41984,212091_s_at,0.41984,239615_at,0.41329,244091_at,0.36593,219335_at,0.42605
244249_at,0.41317,1557439_at,0.39896,238044_at,0.35904,214041_x_at,0.41929,214041_x_at,0.41929,215368_at,0.41321,1569341_at,0.36585,227600_at,0.42589
226122_at,0.41307,228149_at,0.39874,235742_at,0.35902,237657_at,0.4188,237657_at,0.4188,232433_at,0.41298,1553053_at,0.36562,226528_at,0.42582
1557321_a_at,0.41259,200650_s_at,0.39867,207016_s_at,0.35898,214530_x_at,0.41854,214530_x_at,0.41854,236048_at,0.41291,1563364_at,0.36547,231840_x_at,0.42573
236177_s_at,0.41259,215448_at,0.39847,229910_at,0.35885,202383_at,0.41839,202383_at,0.41839,202416_at,0.4127,240819_at,0.36459,205371_s_at,0.42562
205235_s_at,0.41218,232863_at,0.39836,212764_at,0.35787,234939_s_at,0.41765,234939_s_at,0.41765,202637_s_at,0.41193,214925_s_at,0.3642,203498_at,0.42482
223316_at,0.41218,1552458_at,0.39721,1552703_s_at,0.35772,209218_at,0.41757,209218_at,0.41757,229664_at,0.41152,1563845_at,0.36404,243916_x_at,0.42462
41512_at,0.41206,201199_s_at,0.39699,219153_s_at,0.35739,1566596_at,0.41728,1566596_at,0.41728,1556618_at,0.41138,1559506_x_at,0.3637,201339_s_at,0.42435
1557562_at,0.41192,223768_at,0.3967,225470_at,0.35723,222493_s_at,0.41654,222493_s_at,0.41654,232764_at,0.41132,206239_s_at,0.36302,209289_at,0.42428
232992_at,0.41157,211148_s_at,0.39649,1555038_at,0.35716,206655_s_at,0.41652,206655_s_at,0.41652,228183_s_at,0.41095,200938_s_at,0.36301,1563217_at,0.42419
221564_at,0.4111,208435_s_at,0.39621,1568615_a_at,0.35684,1570420_at,0.41649,1570420_at,0.41649,222686_s_at,0.41087,205881_at,0.36284,203354_s_at,0.42392
226315_at,0.41091,1563872_at,0.39612,214684_at,0.35659,221667_s_at,0.41638,221667_s_at,0.41638,205742_at,0.41058,219578_s_at,0.36164,244181_at,0.42313
226470_at,0.41086,1554908_at,0.39607,218758_s_at,0.35658,210299_s_at,0.41603,210299_s_at,0.41603,239474_at,0.41024,230642_at,0.36159,206125_s_at,0.423
1552689_at,0.41084,225451_at,0.39592,217297_s_at,0.3565,231686_at,0.41586,231686_at,0.41586,206106_at,0.40976,227009_at,0.36135,238436_s_at,0.4229
221102_s_at,0.40973,215554_at,0.3956,229051_at,0.35642,221463_at,0.41567,221463_at,0.41567,212464_s_at,0.40972,243821_at,0.36119,226154_at,0.42288
201749_at,0.40938,216157_at,0.39547,220508_at,0.35599,1564300_at,0.41523,1564300_at,0.41523,229714_at,0.40903,243499_at,0.36114,218289_s_at,0.42283
204100_at,0.40878,1559489_a_at,0.39525,218300_at,0.35585,231460_at,0.4149,231460_at,0.4149,204404_at,0.40902,204037_at,0.36045,228096_at,0.42278
215373_x_at,0.40866,219310_at,0.3951,225305_at,0.35584,1563872_at,0.41439,1563872_at,0.41439,65521_at,0.40872,215097_at,0.35993,212603_at,0.42211
220814_at,0.4085,219856_at,0.39482,233919_s_at,0.3558,206884_s_at,0.41423,206884_s_at,0.41423,237012_at,0.40856,218378_s_at,0.35976,216304_x_at,0.42187
